order_line_id,order_id,product_id,quantity,unit_price,line_amount
12031,1203,1007,1,107.00,107.00
12041,1204,1020,2,148.00,296.00
12051,1205,1033,3,69.00,207.00
12061,1206,1046,1,95.00,95.00
12071,1207,1059,2,136.00,272.00
12081,1208,1012,3,57.00,171.00
12091,1209,1025,1,83.00,83.00
12101,1210,1038,2,124.00,248.00
12111,1211,1051,3,45.00,135.00
12121,1212,1004,1,71.00,71.00
12131,1213,1017,2,112.00,224.00
12141,1214,1030,3,153.00,459.00
12151,1215,1043,1,59.00,59.00
12161,1216,1056,2,100.00,200.00
12171,1217,1009,3,141.00,423.00
12181,1218,1022,1,47.00,47.00
12191,1219,1035,2,88.00,176.00
12201,1220,1048,3,129.00,387.00
12211,1221,1001,1,35.00,35.00
12221,1222,1014,2,76.00,152.00
12231,1223,1027,3,117.00,351.00
12241,1224,1040,1,143.00,143.00
12251,1225,1053,2,64.00,128.00
12261,1226,1006,3,105.00,315.00
12271,1227,1019,1,131.00,131.00
12281,1228,1032,2,52.00,104.00
12291,1229,1045,3,93.00,279.00
12301,1230,1058,1,119.00,119.00
12311,1231,1011,2,40.00,80.00
12321,1232,1024,3,81.00,243.00
12331,1233,1037,1,107.00,107.00
12341,1234,1050,2,148.00,296.00
12351,1235,1003,3,69.00,207.00
12361,1236,1016,1,95.00,95.00
12371,1237,1029,2,136.00,272.00
12381,1238,1042,3,57.00,171.00
12391,1239,1055,1,83.00,83.00
12401,1240,1008,2,124.00,248.00
12411,1241,1021,3,45.00,135.00
12421,1242,1034,1,71.00,71.00
12431,1243,1047,2,112.00,224.00
12441,1244,1060,3,153.00,459.00
12451,1245,1013,1,59.00,59.00
12461,1246,1026,2,100.00,200.00
12471,1247,1039,3,141.00,423.00
12481,1248,1052,1,47.00,47.00
12491,1249,1005,2,88.00,176.00
12501,1250,1018,3,129.00,387.00
12511,1251,1031,1,35.00,35.00
12521,1252,1044,2,76.00,152.00
12531,1253,1057,3,117.00,351.00
12541,1254,1010,1,143.00,143.00
12551,1255,1023,2,64.00,128.00
12561,1256,1036,3,105.00,315.00
12571,1257,1049,1,131.00,131.00
12581,1258,1002,2,52.00,104.00
12591,1259,1015,3,93.00,279.00
12601,1260,1028,1,119.00,119.00
12611,1261,1041,2,40.00,80.00
12621,1262,1054,3,81.00,243.00
12631,1263,1007,1,107.00,107.00
12641,1264,1020,2,148.00,296.00
12651,1265,1033,3,69.00,207.00
12661,1266,1046,1,95.00,95.00
12671,1267,1059,2,136.00,272.00
12681,1268,1012,3,57.00,171.00
12691,1269,1025,1,83.00,83.00
12701,1270,1038,2,124.00,248.00
12711,1271,1051,3,45.00,135.00
12721,1272,1004,1,71.00,71.00
12731,1273,1017,2,112.00,224.00
12741,1274,1030,3,153.00,459.00
12751,1275,1043,1,59.00,59.00
12761,1276,1056,2,100.00,200.00
12771,1277,1009,3,141.00,423.00
12781,1278,1022,1,47.00,47.00
12791,1279,1035,2,88.00,176.00
12801,1280,1048,3,129.00,387.00
12811,1281,1001,1,35.00,35.00
12821,1282,1014,2,76.00,152.00
12831,1283,1027,3,117.00,351.00
12841,1284,1040,1,143.00,143.00
12851,1285,1053,2,64.00,128.00
12861,1286,1006,3,105.00,315.00
12871,1287,1019,1,131.00,131.00
12881,1288,1032,2,52.00,104.00
12891,1289,1045,3,93.00,279.00
12901,1290,1058,1,119.00,119.00
12911,1291,1011,2,40.00,80.00
12921,1292,1024,3,81.00,243.00
12931,1293,1037,1,107.00,107.00
12941,1294,1050,2,148.00,296.00
12951,1295,1003,3,69.00,207.00
12961,1296,1016,1,95.00,95.00
12971,1297,1029,2,136.00,272.00
12981,1298,1042,3,57.00,171.00
12991,1299,1055,1,83.00,83.00
13001,1300,1008,2,124.00,248.00
13011,1301,1021,3,45.00,135.00
13021,1302,1034,1,71.00,71.00
13031,1303,1047,2,112.00,224.00
13041,1304,1060,3,153.00,459.00
13051,1305,1013,1,59.00,59.00
13061,1306,1026,2,100.00,200.00
13071,1307,1039,3,141.00,423.00
13081,1308,1052,1,47.00,47.00
13091,1309,1005,2,88.00,176.00
13101,1310,1018,3,129.00,387.00
13111,1311,1031,1,35.00,35.00
13121,1312,1044,2,76.00,152.00
13131,1313,1057,3,117.00,351.00
13141,1314,1010,1,143.00,143.00
13151,1315,1023,2,64.00,128.00
13161,1316,1036,3,105.00,315.00
13171,1317,1049,1,131.00,131.00
13181,1318,1002,2,52.00,104.00
13191,1319,1015,3,93.00,279.00
13201,1320,1028,1,119.00,119.00
13211,1321,1041,2,40.00,80.00
13221,1322,1054,3,81.00,243.00
13231,1323,1007,1,107.00,107.00
13241,1324,1020,2,148.00,296.00
13251,1325,1033,3,69.00,207.00
13261,1326,1046,1,95.00,95.00
13271,1327,1059,2,136.00,272.00
13281,1328,1012,3,57.00,171.00
13291,1329,1025,1,83.00,83.00
13301,1330,1038,2,124.00,248.00
13311,1331,1051,3,45.00,135.00
13321,1332,1004,1,71.00,71.00
13331,1333,1017,2,112.00,224.00
13341,1334,1030,3,153.00,459.00
13351,1335,1043,1,59.00,59.00
13361,1336,1056,2,100.00,200.00
13371,1337,1009,3,141.00,423.00
13381,1338,1022,1,47.00,47.00
13391,1339,1035,2,88.00,176.00
13401,1340,1048,3,129.00,387.00
13411,1341,1001,1,35.00,35.00
13421,1342,1014,2,76.00,152.00
13431,1343,1027,3,117.00,351.00
13441,1344,1040,1,143.00,143.00
13451,1345,1053,2,64.00,128.00
13461,1346,1006,3,105.00,315.00
13471,1347,1019,1,131.00,131.00
13481,1348,1032,2,52.00,104.00
13491,1349,1045,3,93.00,279.00
13501,1350,1058,1,119.00,119.00
13511,1351,1011,2,40.00,80.00
13521,1352,1024,3,81.00,243.00
13531,1353,1037,1,107.00,107.00
13541,1354,1050,2,148.00,296.00
13551,1355,1003,3,69.00,207.00
13561,1356,1016,1,95.00,95.00
13571,1357,1029,2,136.00,272.00
13581,1358,1042,3,57.00,171.00
13591,1359,1055,1,83.00,83.00
13601,1360,1008,2,124.00,248.00
13611,1361,1021,3,45.00,135.00
13621,1362,1034,1,71.00,71.00
13631,1363,1047,2,112.00,224.00
13641,1364,1060,3,153.00,459.00
13651,1365,1013,1,59.00,59.00
13661,1366,1026,2,100.00,200.00
13671,1367,1039,3,141.00,423.00
13681,1368,1052,1,47.00,47.00
13691,1369,1005,2,88.00,176.00
13701,1370,1018,3,129.00,387.00
13711,1371,1031,1,35.00,35.00
13721,1372,1044,2,76.00,152.00
13731,1373,1057,3,117.00,351.00
13741,1374,1010,1,143.00,143.00
13751,1375,1023,2,64.00,128.00
13761,1376,1036,3,105.00,315.00
13771,1377,1049,1,131.00,131.00
13781,1378,1002,2,52.00,104.00
13791,1379,1015,3,93.00,279.00
13801,1380,1028,1,119.00,119.00
13811,1381,1041,2,40.00,80.00
13821,1382,1054,3,81.00,243.00
13831,1383,1007,1,107.00,107.00
13841,1384,1020,2,148.00,296.00
13851,1385,1033,3,69.00,207.00
13861,1386,1046,1,95.00,95.00
13871,1387,1059,2,136.00,272.00
13881,1388,1012,3,57.00,171.00
13891,1389,1025,1,83.00,83.00
13901,1390,1038,2,124.00,248.00
13911,1391,1051,3,45.00,135.00
13921,1392,1004,1,71.00,71.00
13931,1393,1017,2,112.00,224.00
13941,1394,1030,3,153.00,459.00
13951,1395,1043,1,59.00,59.00
13961,1396,1056,2,100.00,200.00
13971,1397,1009,3,141.00,423.00
13981,1398,1022,1,47.00,47.00
13991,1399,1035,2,88.00,176.00
14001,1400,1048,3,129.00,387.00
14011,1401,1001,1,35.00,35.00
14021,1402,1014,2,76.00,152.00
14031,1403,1027,3,117.00,351.00
14041,1404,1040,1,143.00,143.00
14051,1405,1053,2,64.00,128.00
14061,1406,1006,3,105.00,315.00
14071,1407,1019,1,131.00,131.00
14081,1408,1032,2,52.00,104.00
14091,1409,1045,3,93.00,279.00
14101,1410,1058,1,119.00,119.00
14111,1411,1011,2,40.00,80.00
14121,1412,1024,3,81.00,243.00
14131,1413,1037,1,107.00,107.00
14141,1414,1050,2,148.00,296.00
14151,1415,1003,3,69.00,207.00
14161,1416,1016,1,95.00,95.00
14171,1417,1029,2,136.00,272.00
14181,1418,1042,3,57.00,171.00
14191,1419,1055,1,83.00,83.00
14201,1420,1008,2,124.00,248.00
14211,1421,1021,3,45.00,135.00
14221,1422,1034,1,71.00,71.00
14231,1423,1047,2,112.00,224.00
14241,1424,1060,3,153.00,459.00
14251,1425,1013,1,59.00,59.00
14261,1426,1026,2,100.00,200.00
14271,1427,1039,3,141.00,423.00
14281,1428,1052,1,47.00,47.00
14291,1429,1005,2,88.00,176.00
14301,1430,1018,3,129.00,387.00
14311,1431,1031,1,35.00,35.00
14321,1432,1044,2,76.00,152.00
14331,1433,1057,3,117.00,351.00
14341,1434,1010,1,143.00,143.00
14351,1435,1023,2,64.00,128.00
14361,1436,1036,3,105.00,315.00
14371,1437,1049,1,131.00,131.00
14381,1438,1002,2,52.00,104.00
14391,1439,1015,3,93.00,279.00
14401,1440,1028,1,119.00,119.00
14411,1441,1041,2,40.00,80.00
14421,1442,1054,3,81.00,243.00
14431,1443,1007,1,107.00,107.00
14441,1444,1020,2,148.00,296.00
14451,1445,1033,3,69.00,207.00
14461,1446,1046,1,95.00,95.00
14471,1447,1059,2,136.00,272.00
14481,1448,1012,3,57.00,171.00
14491,1449,1025,1,83.00,83.00
14501,1450,1038,2,124.00,248.00
14511,1451,1051,3,45.00,135.00
14521,1452,1004,1,71.00,71.00
14531,1453,1017,2,112.00,224.00
14541,1454,1030,3,153.00,459.00
14551,1455,1043,1,59.00,59.00
14561,1456,1056,2,100.00,200.00
14571,1457,1009,3,141.00,423.00
14581,1458,1022,1,47.00,47.00
14591,1459,1035,2,88.00,176.00
14601,1460,1048,3,129.00,387.00
14611,1461,1001,1,35.00,35.00
14621,1462,1014,2,76.00,152.00
14631,1463,1027,3,117.00,351.00
14641,1464,1040,1,143.00,143.00
14651,1465,1053,2,64.00,128.00
14661,1466,1006,3,105.00,315.00
14671,1467,1019,1,131.00,131.00
14681,1468,1032,2,52.00,104.00
14691,1469,1045,3,93.00,279.00
14701,1470,1058,1,119.00,119.00
14711,1471,1011,2,40.00,80.00
14721,1472,1024,3,81.00,243.00
14731,1473,1037,1,107.00,107.00
14741,1474,1050,2,148.00,296.00
14751,1475,1003,3,69.00,207.00
14761,1476,1016,1,95.00,95.00
14771,1477,1029,2,136.00,272.00
14781,1478,1042,3,57.00,171.00
14791,1479,1055,1,83.00,83.00
14801,1480,1008,2,124.00,248.00
14811,1481,1021,3,45.00,135.00
14821,1482,1034,1,71.00,71.00
14831,1483,1047,2,112.00,224.00
14841,1484,1060,3,153.00,459.00
14851,1485,1013,1,59.00,59.00
14861,1486,1026,2,100.00,200.00
14871,1487,1039,3,141.00,423.00
14881,1488,1052,1,47.00,47.00
14891,1489,1005,2,88.00,176.00
14901,1490,1018,3,129.00,387.00
14911,1491,1031,1,35.00,35.00
14921,1492,1044,2,76.00,152.00
14931,1493,1057,3,117.00,351.00
14941,1494,1010,1,143.00,143.00
14951,1495,1023,2,64.00,128.00
14961,1496,1036,3,105.00,315.00
14971,1497,1049,1,131.00,131.00
14981,1498,1002,2,52.00,104.00
14991,1499,1015,3,93.00,279.00
15001,1500,1028,1,119.00,119.00
15011,1501,1041,2,40.00,80.00
15021,1502,1054,3,81.00,243.00
15031,1503,1007,1,107.00,107.00
15041,1504,1020,2,148.00,296.00
15051,1505,1033,3,69.00,207.00
15061,1506,1046,1,95.00,95.00
15071,1507,1059,2,136.00,272.00
15081,1508,1012,3,57.00,171.00
15091,1509,1025,1,83.00,83.00
15101,1510,1038,2,124.00,248.00
15111,1511,1051,3,45.00,135.00
15121,1512,1004,1,71.00,71.00
15131,1513,1017,2,112.00,224.00
15141,1514,1030,3,153.00,459.00
15151,1515,1043,1,59.00,59.00
15161,1516,1056,2,100.00,200.00
15171,1517,1009,3,141.00,423.00
15181,1518,1022,1,47.00,47.00
15191,1519,1035,2,88.00,176.00
15201,1520,1048,3,129.00,387.00
15211,1521,1001,1,35.00,35.00
15221,1522,1014,2,76.00,152.00
15231,1523,1027,3,117.00,351.00
15241,1524,1040,1,143.00,143.00
15251,1525,1053,2,64.00,128.00
15261,1526,1006,3,105.00,315.00
15271,1527,1019,1,131.00,131.00
15281,1528,1032,2,52.00,104.00
15291,1529,1045,3,93.00,279.00
15301,1530,1058,1,119.00,119.00
15311,1531,1011,2,40.00,80.00
15321,1532,1024,3,81.00,243.00
15331,1533,1037,1,107.00,107.00
15341,1534,1050,2,148.00,296.00
15351,1535,1003,3,69.00,207.00
15361,1536,1016,1,95.00,95.00
15371,1537,1029,2,136.00,272.00
15381,1538,1042,3,57.00,171.00
15391,1539,1055,1,83.00,83.00
15401,1540,1008,2,124.00,248.00
15411,1541,1021,3,45.00,135.00
15421,1542,1034,1,71.00,71.00
15431,1543,1047,2,112.00,224.00
15441,1544,1060,3,153.00,459.00
15451,1545,1013,1,59.00,59.00
15461,1546,1026,2,100.00,200.00
15471,1547,1039,3,141.00,423.00
15481,1548,1052,1,47.00,47.00
15491,1549,1005,2,88.00,176.00
15501,1550,1018,3,129.00,387.00
15511,1551,1031,1,35.00,35.00
15521,1552,1044,2,76.00,152.00
15531,1553,1057,3,117.00,351.00
15541,1554,1010,1,143.00,143.00
15551,1555,1023,2,64.00,128.00
15561,1556,1036,3,105.00,315.00
15571,1557,1049,1,131.00,131.00
15581,1558,1002,2,52.00,104.00
15591,1559,1015,3,93.00,279.00
15601,1560,1028,1,119.00,119.00
15611,1561,1041,2,40.00,80.00
15621,1562,1054,3,81.00,243.00
15631,1563,1007,1,107.00,107.00
15641,1564,1020,2,148.00,296.00
15651,1565,1033,3,69.00,207.00
15661,1566,1046,1,95.00,95.00
15671,1567,1059,2,136.00,272.00
15681,1568,1012,3,57.00,171.00
15691,1569,1025,1,83.00,83.00
15701,1570,1038,2,124.00,248.00
15711,1571,1051,3,45.00,135.00
15721,1572,1004,1,71.00,71.00
15731,1573,1017,2,112.00,224.00
15741,1574,1030,3,153.00,459.00
15751,1575,1043,1,59.00,59.00
15761,1576,1056,2,100.00,200.00
15771,1577,1009,3,141.00,423.00
15781,1578,1022,1,47.00,47.00
15791,1579,1035,2,88.00,176.00
15801,1580,1048,3,129.00,387.00
15811,1581,1001,1,35.00,35.00
15821,1582,1014,2,76.00,152.00
15831,1583,1027,3,117.00,351.00
15841,1584,1040,1,143.00,143.00
15851,1585,1053,2,64.00,128.00
15861,1586,1006,3,105.00,315.00
15871,1587,1019,1,131.00,131.00
15881,1588,1032,2,52.00,104.00
15891,1589,1045,3,93.00,279.00
15901,1590,1058,1,119.00,119.00
15911,1591,1011,2,40.00,80.00
15921,1592,1024,3,81.00,243.00
15931,1593,1037,1,107.00,107.00
15941,1594,1050,2,148.00,296.00
15951,1595,1003,3,69.00,207.00
15961,1596,1016,1,95.00,95.00
15971,1597,1029,2,136.00,272.00
15981,1598,1042,3,57.00,171.00
15991,1599,1055,1,83.00,83.00
16001,1600,1008,2,124.00,248.00
16011,1601,1021,3,45.00,135.00
16021,1602,1034,1,71.00,71.00
16031,1603,1047,2,112.00,224.00
16041,1604,1060,3,153.00,459.00
16051,1605,1013,1,59.00,59.00
16061,1606,1026,2,100.00,200.00
16071,1607,1039,3,141.00,423.00
16081,1608,1052,1,47.00,47.00
16091,1609,1005,2,88.00,176.00
16101,1610,1018,3,129.00,387.00
16111,1611,1031,1,35.00,35.00
16121,1612,1044,2,76.00,152.00
16131,1613,1057,3,117.00,351.00
16141,1614,1010,1,143.00,143.00
16151,1615,1023,2,64.00,128.00
16161,1616,1036,3,105.00,315.00
16171,1617,1049,1,131.00,131.00
16181,1618,1002,2,52.00,104.00
16191,1619,1015,3,93.00,279.00
16201,1620,1028,1,119.00,119.00
16211,1621,1041,2,40.00,80.00
16221,1622,1054,3,81.00,243.00
16231,1623,1007,1,107.00,107.00
16241,1624,1020,2,148.00,296.00
16251,1625,1033,3,69.00,207.00
16261,1626,1046,1,95.00,95.00
16271,1627,1059,2,136.00,272.00
16281,1628,1012,3,57.00,171.00
16291,1629,1025,1,83.00,83.00
16301,1630,1038,2,124.00,248.00
16311,1631,1051,3,45.00,135.00
16321,1632,1004,1,71.00,71.00
16331,1633,1017,2,112.00,224.00
16341,1634,1030,3,153.00,459.00
16351,1635,1043,1,59.00,59.00
16361,1636,1056,2,100.00,200.00
16371,1637,1009,3,141.00,423.00
16381,1638,1022,1,47.00,47.00
16391,1639,1035,2,88.00,176.00
16401,1640,1048,3,129.00,387.00
16411,1641,1001,1,35.00,35.00
16421,1642,1014,2,76.00,152.00
16431,1643,1027,3,117.00,351.00
16441,1644,1040,1,143.00,143.00
16451,1645,1053,2,64.00,128.00
16461,1646,1006,3,105.00,315.00
16471,1647,1019,1,131.00,131.00
16481,1648,1032,2,52.00,104.00
16491,1649,1045,3,93.00,279.00
16501,1650,1058,1,119.00,119.00
16511,1651,1011,2,40.00,80.00
16521,1652,1024,3,81.00,243.00
16531,1653,1037,1,107.00,107.00
16541,1654,1050,2,148.00,296.00
16551,1655,1003,3,69.00,207.00
16561,1656,1016,1,95.00,95.00
16571,1657,1029,2,136.00,272.00
16581,1658,1042,3,57.00,171.00
16591,1659,1055,1,83.00,83.00
16601,1660,1008,2,124.00,248.00
16611,1661,1021,3,45.00,135.00
16621,1662,1034,1,71.00,71.00
16631,1663,1047,2,112.00,224.00
16641,1664,1060,3,153.00,459.00
16651,1665,1013,1,59.00,59.00
16661,1666,1026,2,100.00,200.00
16671,1667,1039,3,141.00,423.00
16681,1668,1052,1,47.00,47.00
16691,1669,1005,2,88.00,176.00
16701,1670,1018,3,129.00,387.00
16711,1671,1031,1,35.00,35.00
16721,1672,1044,2,76.00,152.00
16731,1673,1057,3,117.00,351.00
16741,1674,1010,1,143.00,143.00
16751,1675,1023,2,64.00,128.00
16761,1676,1036,3,105.00,315.00
16771,1677,1049,1,131.00,131.00
16781,1678,1002,2,52.00,104.00
16791,1679,1015,3,93.00,279.00
16801,1680,1028,1,119.00,119.00
16811,1681,1041,2,40.00,80.00
16821,1682,1054,3,81.00,243.00
16831,1683,1007,1,107.00,107.00
16841,1684,1020,2,148.00,296.00
16851,1685,1033,3,69.00,207.00
16861,1686,1046,1,95.00,95.00
16871,1687,1059,2,136.00,272.00
16881,1688,1012,3,57.00,171.00
16891,1689,1025,1,83.00,83.00
16901,1690,1038,2,124.00,248.00
16911,1691,1051,3,45.00,135.00
16921,1692,1004,1,71.00,71.00
16931,1693,1017,2,112.00,224.00
16941,1694,1030,3,153.00,459.00
16951,1695,1043,1,59.00,59.00
16961,1696,1056,2,100.00,200.00
16971,1697,1009,3,141.00,423.00
16981,1698,1022,1,47.00,47.00
16991,1699,1035,2,88.00,176.00
17001,1700,1048,3,129.00,387.00
17011,1701,1001,1,35.00,35.00
17021,1702,1014,2,76.00,152.00
17031,1703,1027,3,117.00,351.00
17041,1704,1040,1,143.00,143.00
17051,1705,1053,2,64.00,128.00
17061,1706,1006,3,105.00,315.00
17071,1707,1019,1,131.00,131.00
17081,1708,1032,2,52.00,104.00
17091,1709,1045,3,93.00,279.00
17101,1710,1058,1,119.00,119.00
17111,1711,1011,2,40.00,80.00
17121,1712,1024,3,81.00,243.00
17131,1713,1037,1,107.00,107.00
17141,1714,1050,2,148.00,296.00
17151,1715,1003,3,69.00,207.00
17161,1716,1016,1,95.00,95.00
17171,1717,1029,2,136.00,272.00
17181,1718,1042,3,57.00,171.00
17191,1719,1055,1,83.00,83.00
17201,1720,1008,2,124.00,248.00
17211,1721,1021,3,45.00,135.00
17221,1722,1034,1,71.00,71.00
17231,1723,1047,2,112.00,224.00
17241,1724,1060,3,153.00,459.00
17251,1725,1013,1,59.00,59.00
17261,1726,1026,2,100.00,200.00
17271,1727,1039,3,141.00,423.00
17281,1728,1052,1,47.00,47.00
17291,1729,1005,2,88.00,176.00
17301,1730,1018,3,129.00,387.00
17311,1731,1031,1,35.00,35.00
17321,1732,1044,2,76.00,152.00
17331,1733,1057,3,117.00,351.00
