order_id,customer_id,store_id,order_date,order_amount,order_status
1161,41,105,2024-02-10,609.00,pending
1162,42,106,2024-02-11,406.00,completed
1163,43,107,2024-02-12,422.00,completed
1164,44,108,2024-02-13,143.00,completed
1165,45,109,2024-02-14,846.00,completed
1166,46,110,2024-02-15,670.00,completed
1167,47,111,2024-02-16,331.00,completed
1168,48,112,2024-02-17,104.00,pending
1169,49,101,2024-02-18,913.00,completed
1170,50,102,2024-02-19,466.00,cancelled
1171,51,103,2024-02-20,467.00,cancelled
1172,52,104,2024-02-21,243.00,completed
1173,53,105,2024-02-22,513.00,completed
1174,54,106,2024-02-23,718.00,completed
1175,55,107,2024-02-24,350.00,pending
1176,56,108,2024-02-25,95.00,completed
1177,57,109,2024-02-26,942.00,completed
1178,58,110,2024-02-27,502.00,completed
1179,59,111,2024-02-28,187.00,completed
1180,60,112,2024-02-29,248.00,completed
1181,61,101,2024-03-01,601.00,completed
1182,62,102,2024-03-02,538.00,pending
1183,63,103,2024-03-03,467.00,completed
1184,64,104,2024-03-04,459.00,completed
1185,65,105,2024-03-05,777.00,completed
1186,66,106,2024-03-06,550.00,completed
1187,67,107,2024-03-07,518.00,cancelled
1188,68,108,2024-03-08,47.00,cancelled
1189,69,109,2024-03-09,678.00,pending
1190,70,110,2024-03-10,574.00,completed
1191,71,111,2024-03-11,283.00,completed
1192,72,112,2024-03-12,152.00,completed
1193,73,101,2024-03-13,889.00,completed
1194,74,102,2024-03-14,610.00,completed
1195,75,103,2024-03-15,587.00,completed
1196,76,104,2024-03-16,315.00,pending
1197,77,105,2024-03-17,681.00,completed
1198,78,106,2024-03-18,622.00,completed
1199,79,107,2024-03-19,326.00,completed
1200,80,108,2024-03-20,119.00,completed
1201,81,109,2024-03-21,654.00,completed
1202,82,110,2024-03-22,526.00,completed
1203,83,111,2024-03-23,259.00,pending
1204,84,112,2024-03-24,296.00,cancelled
1205,85,101,2024-03-25,817.00,cancelled
1206,86,102,2024-03-26,682.00,completed
1207,87,103,2024-03-27,587.00,completed
1208,88,104,2024-03-28,171.00,completed
1209,89,105,2024-03-29,705.00,completed
1210,90,106,2024-03-30,574.00,pending
1211,91,107,2024-03-31,254.00,completed
1212,92,108,2024-04-01,71.00,completed
1213,93,109,2024-04-02,750.00,completed
1214,94,110,2024-04-03,718.00,completed
1215,95,111,2024-04-04,355.00,completed
1216,96,112,2024-04-05,200.00,completed
1217,97,101,2024-04-06,1105.00,pending
1218,98,102,2024-04-07,634.00,completed
1219,99,103,2024-04-08,347.00,completed
1220,100,104,2024-04-09,387.00,completed
1221,101,105,2024-04-10,609.00,cancelled
1222,102,106,2024-04-11,406.00,cancelled
1223,103,107,2024-04-12,422.00,completed
1224,104,108,2024-04-13,143.00,pending
1225,105,109,2024-04-14,846.00,completed
1226,106,110,2024-04-15,670.00,completed
1227,107,111,2024-04-16,331.00,completed
1228,108,112,2024-04-17,104.00,completed
1229,109,101,2024-04-18,913.00,completed
1230,110,102,2024-04-19,466.00,completed
1231,111,103,2024-04-20,467.00,pending
1232,112,104,2024-04-21,243.00,completed
1233,113,105,2024-04-22,513.00,completed
1234,114,106,2024-04-23,718.00,completed
1235,115,107,2024-04-24,350.00,completed
1236,116,108,2024-04-25,95.00,completed
1237,117,109,2024-04-26,942.00,completed
1238,118,110,2024-04-27,502.00,cancelled
1239,119,111,2024-04-28,187.00,cancelled
1240,120,112,2024-04-29,248.00,completed
1241,1,101,2024-01-01,601.00,completed
1242,2,102,2024-01-02,538.00,completed
1243,3,103,2024-01-03,467.00,completed
1244,4,104,2024-01-04,459.00,completed
1245,5,105,2024-01-05,777.00,pending
1246,6,106,2024-01-06,550.00,completed
1247,7,107,2024-01-07,518.00,completed
1248,8,108,2024-01-08,47.00,completed
1249,9,109,2024-01-09,678.00,completed
1250,10,110,2024-01-10,574.00,completed
1251,11,111,2024-01-11,283.00,completed
1252,12,112,2024-01-12,152.00,pending
1253,13,101,2024-01-13,889.00,completed
1254,14,102,2024-01-14,610.00,completed
1255,15,103,2024-01-15,587.00,cancelled
1256,16,104,2024-01-16,315.00,cancelled
1257,17,105,2024-01-17,681.00,completed
1258,18,106,2024-01-18,622.00,completed
1259,19,107,2024-01-19,326.00,pending
1260,20,108,2024-01-20,119.00,completed
1261,21,109,2024-01-21,654.00,completed
1262,22,110,2024-01-22,526.00,completed
1263,23,111,2024-01-23,259.00,completed
1264,24,112,2024-01-24,296.00,completed
1265,25,101,2024-01-25,817.00,completed
1266,26,102,2024-01-26,682.00,pending
1267,27,103,2024-01-27,587.00,completed
1268,28,104,2024-01-28,171.00,completed
1269,29,105,2024-01-29,705.00,completed
1270,30,106,2024-01-30,574.00,completed
1271,31,107,2024-01-31,254.00,completed
1272,32,108,2024-02-01,71.00,cancelled
1273,33,109,2024-02-02,750.00,cancelled
1274,34,110,2024-02-03,718.00,completed
1275,35,111,2024-02-04,355.00,completed
1276,36,112,2024-02-05,200.00,completed
1277,37,101,2024-02-06,1105.00,completed
1278,38,102,2024-02-07,634.00,completed
1279,39,103,2024-02-08,347.00,completed
1280,40,104,2024-02-09,387.00,pending
1281,41,105,2024-02-10,609.00,completed
1282,42,106,2024-02-11,406.00,completed
1283,43,107,2024-02-12,422.00,completed
1284,44,108,2024-02-13,143.00,completed
1285,45,109,2024-02-14,846.00,completed
1286,46,110,2024-02-15,670.00,completed
1287,47,111,2024-02-16,331.00,pending
1288,48,112,2024-02-17,104.00,completed
1289,49,101,2024-02-18,913.00,cancelled
1290,50,102,2024-02-19,466.00,cancelled
1291,51,103,2024-02-20,467.00,completed
1292,52,104,2024-02-21,243.00,completed
1293,53,105,2024-02-22,513.00,completed
1294,54,106,2024-02-23,718.00,pending
1295,55,107,2024-02-24,350.00,completed
1296,56,108,2024-02-25,95.00,completed
1297,57,109,2024-02-26,942.00,completed
1298,58,110,2024-02-27,502.00,completed
1299,59,111,2024-02-28,187.00,completed
1300,60,112,2024-02-29,248.00,completed
1301,61,101,2024-03-01,601.00,pending
1302,62,102,2024-03-02,538.00,completed
1303,63,103,2024-03-03,467.00,completed
1304,64,104,2024-03-04,459.00,completed
1305,65,105,2024-03-05,777.00,completed
1306,66,106,2024-03-06,550.00,cancelled
1307,67,107,2024-03-07,518.00,cancelled
1308,68,108,2024-03-08,47.00,pending
1309,69,109,2024-03-09,678.00,completed
1310,70,110,2024-03-10,574.00,completed
1311,71,111,2024-03-11,283.00,completed
1312,72,112,2024-03-12,152.00,completed
1313,73,101,2024-03-13,889.00,completed
1314,74,102,2024-03-14,610.00,completed
1315,75,103,2024-03-15,587.00,pending
1316,76,104,2024-03-16,315.00,completed
1317,77,105,2024-03-17,681.00,completed
1318,78,106,2024-03-18,622.00,completed
1319,79,107,2024-03-19,326.00,completed
1320,80,108,2024-03-20,119.00,completed
1321,81,109,2024-03-21,654.00,completed
1322,82,110,2024-03-22,526.00,pending
1323,83,111,2024-03-23,259.00,cancelled
1324,84,112,2024-03-24,296.00,cancelled
1325,85,101,2024-03-25,817.00,completed
1326,86,102,2024-03-26,682.00,completed
1327,87,103,2024-03-27,587.00,completed
1328,88,104,2024-03-28,171.00,completed
1329,89,105,2024-03-29,705.00,pending
1330,90,106,2024-03-30,574.00,completed
1331,91,107,2024-03-31,254.00,completed
1332,92,108,2024-04-01,71.00,completed
1333,93,109,2024-04-02,750.00,completed
1334,94,110,2024-04-03,718.00,completed
1335,95,111,2024-04-04,355.00,completed
1336,96,112,2024-04-05,200.00,pending
1337,97,101,2024-04-06,1105.00,completed
1338,98,102,2024-04-07,634.00,completed
1339,99,103,2024-04-08,347.00,completed
1340,100,104,2024-04-09,387.00,cancelled
1341,101,105,2024-04-10,609.00,cancelled
1342,102,106,2024-04-11,406.00,completed
1343,103,107,2024-04-12,422.00,pending
1344,104,108,2024-04-13,143.00,completed
1345,105,109,2024-04-14,846.00,completed
1346,106,110,2024-04-15,670.00,completed
1347,107,111,2024-04-16,331.00,completed
1348,108,112,2024-04-17,104.00,completed
1349,109,101,2024-04-18,913.00,completed
1350,110,102,2024-04-19,466.00,pending
1351,111,103,2024-04-20,467.00,completed
1352,112,104,2024-04-21,243.00,completed
1353,113,105,2024-04-22,513.00,completed
1354,114,106,2024-04-23,718.00,completed
1355,115,107,2024-04-24,350.00,completed
1356,116,108,2024-04-25,95.00,completed
1357,117,109,2024-04-26,942.00,cancelled
1358,118,110,2024-04-27,502.00,cancelled
1359,119,111,2024-04-28,187.00,completed
1360,120,112,2024-04-29,248.00,completed
1361,1,101,2024-01-01,601.00,completed
1362,2,102,2024-01-02,538.00,completed
1363,3,103,2024-01-03,467.00,completed
1364,4,104,2024-01-04,459.00,pending
1365,5,105,2024-01-05,777.00,completed
1366,6,106,2024-01-06,550.00,completed
1367,7,107,2024-01-07,518.00,completed
1368,8,108,2024-01-08,47.00,completed
1369,9,109,2024-01-09,678.00,completed
1370,10,110,2024-01-10,574.00,completed
1371,11,111,2024-01-11,283.00,pending
1372,12,112,2024-01-12,152.00,completed
1373,13,101,2024-01-13,889.00,completed
1374,14,102,2024-01-14,610.00,cancelled
1375,15,103,2024-01-15,587.00,cancelled
1376,16,104,2024-01-16,315.00,completed
1377,17,105,2024-01-17,681.00,completed
1378,18,106,2024-01-18,622.00,pending
1379,19,107,2024-01-19,326.00,completed
1380,20,108,2024-01-20,119.00,completed
1381,21,109,2024-01-21,654.00,completed
1382,22,110,2024-01-22,526.00,completed
1383,23,111,2024-01-23,259.00,completed
1384,24,112,2024-01-24,296.00,completed
1385,25,101,2024-01-25,817.00,pending
1386,26,102,2024-01-26,682.00,completed
1387,27,103,2024-01-27,587.00,completed
1388,28,104,2024-01-28,171.00,completed
1389,29,105,2024-01-29,705.00,completed
1390,30,106,2024-01-30,574.00,completed
1391,31,107,2024-01-31,254.00,cancelled
1392,32,108,2024-02-01,71.00,cancelled
1393,33,109,2024-02-02,750.00,completed
1394,34,110,2024-02-03,718.00,completed
1395,35,111,2024-02-04,355.00,completed
1396,36,112,2024-02-05,200.00,completed
1397,37,101,2024-02-06,1105.00,completed
1398,38,102,2024-02-07,634.00,completed
1399,39,103,2024-02-08,347.00,pending
1400,40,104,2024-02-09,387.00,completed
1401,41,105,2024-02-10,609.00,completed
1402,42,106,2024-02-11,406.00,completed
1403,43,107,2024-02-12,422.00,completed
1404,44,108,2024-02-13,143.00,completed
1405,45,109,2024-02-14,846.00,completed
1406,46,110,2024-02-15,670.00,pending
1407,47,111,2024-02-16,331.00,completed
1408,48,112,2024-02-17,104.00,cancelled
1409,49,101,2024-02-18,913.00,cancelled
1410,50,102,2024-02-19,466.00,completed
1411,51,103,2024-02-20,467.00,completed
1412,52,104,2024-02-21,243.00,completed
1413,53,105,2024-02-22,513.00,pending
1414,54,106,2024-02-23,718.00,completed
1415,55,107,2024-02-24,350.00,completed
1416,56,108,2024-02-25,95.00,completed
1417,57,109,2024-02-26,942.00,completed
1418,58,110,2024-02-27,502.00,completed
1419,59,111,2024-02-28,187.00,completed
1420,60,112,2024-02-29,248.00,pending
1421,61,101,2024-03-01,601.00,completed
1422,62,102,2024-03-02,538.00,completed
1423,63,103,2024-03-03,467.00,completed
1424,64,104,2024-03-04,459.00,completed
1425,65,105,2024-03-05,777.00,cancelled
1426,66,106,2024-03-06,550.00,cancelled
1427,67,107,2024-03-07,518.00,pending
1428,68,108,2024-03-08,47.00,completed
1429,69,109,2024-03-09,678.00,completed
1430,70,110,2024-03-10,574.00,completed
1431,71,111,2024-03-11,283.00,completed
1432,72,112,2024-03-12,152.00,completed
1433,73,101,2024-03-13,889.00,completed
1434,74,102,2024-03-14,610.00,pending
1435,75,103,2024-03-15,587.00,completed
1436,76,104,2024-03-16,315.00,completed
1437,77,105,2024-03-17,681.00,completed
1438,78,106,2024-03-18,622.00,completed
1439,79,107,2024-03-19,326.00,completed
1440,80,108,2024-03-20,119.00,completed
1441,81,109,2024-03-21,654.00,pending
1442,82,110,2024-03-22,526.00,cancelled
1443,83,111,2024-03-23,259.00,cancelled
1444,84,112,2024-03-24,296.00,completed
1445,85,101,2024-03-25,817.00,completed
1446,86,102,2024-03-26,682.00,completed
1447,87,103,2024-03-27,587.00,completed
1448,88,104,2024-03-28,171.00,pending
1449,89,105,2024-03-29,705.00,completed
1450,90,106,2024-03-30,574.00,completed
1451,91,107,2024-03-31,254.00,completed
1452,92,108,2024-04-01,71.00,completed
1453,93,109,2024-04-02,750.00,completed
1454,94,110,2024-04-03,718.00,completed
1455,95,111,2024-04-04,355.00,pending
1456,96,112,2024-04-05,200.00,completed
1457,97,101,2024-04-06,1105.00,completed
1458,98,102,2024-04-07,634.00,completed
1459,99,103,2024-04-08,347.00,cancelled
1460,100,104,2024-04-09,387.00,cancelled
1461,101,105,2024-04-10,609.00,completed
1462,102,106,2024-04-11,406.00,pending
1463,103,107,2024-04-12,422.00,completed
1464,104,108,2024-04-13,143.00,completed
1465,105,109,2024-04-14,846.00,completed
1466,106,110,2024-04-15,670.00,completed
1467,107,111,2024-04-16,331.00,completed
1468,108,112,2024-04-17,104.00,completed
1469,109,101,2024-04-18,913.00,pending
1470,110,102,2024-04-19,466.00,completed
1471,111,103,2024-04-20,467.00,completed
1472,112,104,2024-04-21,243.00,completed
1473,113,105,2024-04-22,513.00,completed
1474,114,106,2024-04-23,718.00,completed
1475,115,107,2024-04-24,350.00,completed
1476,116,108,2024-04-25,95.00,cancelled
1477,117,109,2024-04-26,942.00,cancelled
1478,118,110,2024-04-27,502.00,completed
1479,119,111,2024-04-28,187.00,completed
1480,120,112,2024-04-29,248.00,completed
1481,1,101,2024-01-01,601.00,completed
1482,2,102,2024-01-02,538.00,completed
1483,3,103,2024-01-03,467.00,pending
1484,4,104,2024-01-04,459.00,completed
1485,5,105,2024-01-05,777.00,completed
1486,6,106,2024-01-06,550.00,completed
1487,7,107,2024-01-07,518.00,completed
1488,8,108,2024-01-08,47.00,completed
1489,9,109,2024-01-09,678.00,completed
1490,10,110,2024-01-10,574.00,pending
1491,11,111,2024-01-11,283.00,completed
1492,12,112,2024-01-12,152.00,completed
1493,13,101,2024-01-13,889.00,cancelled
1494,14,102,2024-01-14,610.00,cancelled
1495,15,103,2024-01-15,587.00,completed
1496,16,104,2024-01-16,315.00,completed
1497,17,105,2024-01-17,681.00,pending
1498,18,106,2024-01-18,622.00,completed
1499,19,107,2024-01-19,326.00,completed
1500,20,108,2024-01-20,119.00,completed
1501,21,109,2024-01-21,654.00,completed
1502,22,110,2024-01-22,526.00,completed
1503,23,111,2024-01-23,259.00,completed
1504,24,112,2024-01-24,296.00,pending
1505,25,101,2024-01-25,817.00,completed
1506,26,102,2024-01-26,682.00,completed
1507,27,103,2024-01-27,587.00,completed
1508,28,104,2024-01-28,171.00,completed
1509,29,105,2024-01-29,705.00,completed
1510,30,106,2024-01-30,574.00,cancelled
1511,31,107,2024-01-31,254.00,cancelled
1512,32,108,2024-02-01,71.00,completed
1513,33,109,2024-02-02,750.00,completed
1514,34,110,2024-02-03,718.00,completed
1515,35,111,2024-02-04,355.00,completed
1516,36,112,2024-02-05,200.00,completed
1517,37,101,2024-02-06,1105.00,completed
1518,38,102,2024-02-07,634.00,pending
1519,39,103,2024-02-08,347.00,completed
1520,40,104,2024-02-09,387.00,completed
1521,41,105,2024-02-10,609.00,completed
1522,42,106,2024-02-11,406.00,completed
1523,43,107,2024-02-12,422.00,completed
1524,44,108,2024-02-13,143.00,completed
1525,45,109,2024-02-14,846.00,pending
1526,46,110,2024-02-15,670.00,completed
1527,47,111,2024-02-16,331.00,cancelled
1528,48,112,2024-02-17,104.00,cancelled
1529,49,101,2024-02-18,913.00,completed
1530,50,102,2024-02-19,466.00,completed
1531,51,103,2024-02-20,467.00,completed
1532,52,104,2024-02-21,243.00,pending
1533,53,105,2024-02-22,513.00,completed
1534,54,106,2024-02-23,718.00,completed
1535,55,107,2024-02-24,350.00,completed
1536,56,108,2024-02-25,95.00,completed
1537,57,109,2024-02-26,942.00,completed
1538,58,110,2024-02-27,502.00,completed
1539,59,111,2024-02-28,187.00,pending
1540,60,112,2024-02-29,248.00,completed
1541,61,101,2024-03-01,601.00,completed
1542,62,102,2024-03-02,538.00,completed
1543,63,103,2024-03-03,467.00,completed
1544,64,104,2024-03-04,459.00,cancelled
1545,65,105,2024-03-05,777.00,cancelled
1546,66,106,2024-03-06,550.00,pending
1547,67,107,2024-03-07,518.00,completed
1548,68,108,2024-03-08,47.00,completed
1549,69,109,2024-03-09,678.00,completed
1550,70,110,2024-03-10,574.00,completed
1551,71,111,2024-03-11,283.00,completed
1552,72,112,2024-03-12,152.00,completed
1553,73,101,2024-03-13,889.00,pending
1554,74,102,2024-03-14,610.00,completed
1555,75,103,2024-03-15,587.00,completed
1556,76,104,2024-03-16,315.00,completed
1557,77,105,2024-03-17,681.00,completed
1558,78,106,2024-03-18,622.00,completed
1559,79,107,2024-03-19,326.00,completed
1560,80,108,2024-03-20,119.00,pending
1561,81,109,2024-03-21,654.00,cancelled
1562,82,110,2024-03-22,526.00,cancelled
1563,83,111,2024-03-23,259.00,completed
1564,84,112,2024-03-24,296.00,completed
1565,85,101,2024-03-25,817.00,completed
1566,86,102,2024-03-26,682.00,completed
1567,87,103,2024-03-27,587.00,pending
1568,88,104,2024-03-28,171.00,completed
1569,89,105,2024-03-29,705.00,completed
1570,90,106,2024-03-30,574.00,completed
1571,91,107,2024-03-31,254.00,completed
1572,92,108,2024-04-01,71.00,completed
1573,93,109,2024-04-02,750.00,completed
1574,94,110,2024-04-03,718.00,pending
1575,95,111,2024-04-04,355.00,completed
1576,96,112,2024-04-05,200.00,completed
1577,97,101,2024-04-06,1105.00,completed
1578,98,102,2024-04-07,634.00,cancelled
1579,99,103,2024-04-08,347.00,cancelled
1580,100,104,2024-04-09,387.00,completed
1581,101,105,2024-04-10,609.00,pending
1582,102,106,2024-04-11,406.00,completed
1583,103,107,2024-04-12,422.00,completed
1584,104,108,2024-04-13,143.00,completed
1585,105,109,2024-04-14,846.00,completed
1586,106,110,2024-04-15,670.00,completed
1587,107,111,2024-04-16,331.00,completed
1588,108,112,2024-04-17,104.00,pending
1589,109,101,2024-04-18,913.00,completed
1590,110,102,2024-04-19,466.00,completed
1591,111,103,2024-04-20,467.00,completed
1592,112,104,2024-04-21,243.00,completed
1593,113,105,2024-04-22,513.00,completed
1594,114,106,2024-04-23,718.00,completed
1595,115,107,2024-04-24,350.00,cancelled
1596,116,108,2024-04-25,95.00,cancelled
1597,117,109,2024-04-26,942.00,completed
1598,118,110,2024-04-27,502.00,completed
1599,119,111,2024-04-28,187.00,completed
1600,120,112,2024-04-29,248.00,completed
1601,1,101,2024-01-01,601.00,completed
1602,2,102,2024-01-02,538.00,pending
1603,3,103,2024-01-03,467.00,completed
1604,4,104,2024-01-04,459.00,completed
1605,5,105,2024-01-05,777.00,completed
1606,6,106,2024-01-06,550.00,completed
1607,7,107,2024-01-07,518.00,completed
1608,8,108,2024-01-08,47.00,completed
1609,9,109,2024-01-09,678.00,pending
1610,10,110,2024-01-10,574.00,completed
1611,11,111,2024-01-11,283.00,completed
1612,12,112,2024-01-12,152.00,cancelled
1613,13,101,2024-01-13,889.00,cancelled
1614,14,102,2024-01-14,610.00,completed
1615,15,103,2024-01-15,587.00,completed
1616,16,104,2024-01-16,315.00,pending
1617,17,105,2024-01-17,681.00,completed
1618,18,106,2024-01-18,622.00,completed
1619,19,107,2024-01-19,326.00,completed
1620,20,108,2024-01-20,119.00,completed
1621,21,109,2024-01-21,654.00,completed
1622,22,110,2024-01-22,526.00,completed
1623,23,111,2024-01-23,259.00,pending
1624,24,112,2024-01-24,296.00,completed
1625,25,101,2024-01-25,817.00,completed
1626,26,102,2024-01-26,682.00,completed
1627,27,103,2024-01-27,587.00,completed
1628,28,104,2024-01-28,171.00,completed
1629,29,105,2024-01-29,705.00,cancelled
1630,30,106,2024-01-30,574.00,cancelled
1631,31,107,2024-01-31,254.00,completed
1632,32,108,2024-02-01,71.00,completed
1633,33,109,2024-02-02,750.00,completed
1634,34,110,2024-02-03,718.00,completed
1635,35,111,2024-02-04,355.00,completed
1636,36,112,2024-02-05,200.00,completed
1637,37,101,2024-02-06,1105.00,pending
1638,38,102,2024-02-07,634.00,completed
1639,39,103,2024-02-08,347.00,completed
1640,40,104,2024-02-09,387.00,completed
1641,41,105,2024-02-10,609.00,completed
1642,42,106,2024-02-11,406.00,completed
1643,43,107,2024-02-12,422.00,completed
1644,44,108,2024-02-13,143.00,pending
1645,45,109,2024-02-14,846.00,completed
1646,46,110,2024-02-15,670.00,cancelled
1647,47,111,2024-02-16,331.00,cancelled
1648,48,112,2024-02-17,104.00,completed
1649,49,101,2024-02-18,913.00,completed
1650,50,102,2024-02-19,466.00,completed
1651,51,103,2024-02-20,467.00,pending
1652,52,104,2024-02-21,243.00,completed
1653,53,105,2024-02-22,513.00,completed
1654,54,106,2024-02-23,718.00,completed
1655,55,107,2024-02-24,350.00,completed
1656,56,108,2024-02-25,95.00,completed
